排名,板块名称,板块代码,最新价,涨跌额,涨跌幅,总市值,换手率,上涨家数,下跌家数,领涨股票,领涨股票-涨跌幅
273,MiniLED,BK0902,2423.43,-42.53,-1.72,1327952512000,3.65,14,49,乾照光电,8.55
274,元宇宙概念,BK1009,2607.47,-45.69,-1.72,4743886336000,5.26,24,119,天地在线,9.99
275,AIGC概念,BK1111,2532.8,-44.82,-1.74,2740731296000,8.01,22,105,网宿科技,20.03
276,玻璃基板,BK1175,2099.38,-37.12,-1.74,695925808000,3.67,7,26,沃尔德,15.19
277,网络安全,BK0655,5363.87,-95.14,-1.74,4913431808000,3.77,22,109,网宿科技,20.03
278,拼多多概念,BK0957,1930.44,-34.33,-1.75,246350595000,4.76,6,23,天地在线,9.99
279,燃料电池,BK0682,4726.02,-84.15,-1.75,3291729056000,3.64,24,116,华电科工,10.05
280,电子纸概念,BK1057,1227.73,-22.15,-1.77,380235120000,2.75,1,12,京东方Ａ,0.45
281,大数据,BK0634,6296.03,-113.96,-1.78,6726206208000,4.89,61,235,大位科技,10.02
282,磁悬浮概念,BK0975,2523.48,-46.01,-1.79,912069488000,4.19,6,22,中国中铁,9.23
283,职业教育,BK1022,1563.84,-28.59,-1.8,709673536000,6.6,13,54,华图山鼎,10.39
284,知识产权,BK0839,2300.74,-42.28,-1.8,410630160000,5.42,4,38,朗科科技,4.0
285,跨境支付,BK1071,1886.48,-34.72,-1.81,12694094336000,0.49,12,49,东华软件,2.09
286,铜缆高速连接,BK1168,2501.69,-46.12,-1.81,1039705744000,5.83,12,26,鼎通科技,6.96
287,工业母机,BK1004,2285.23,-42.15,-1.81,1789596960000,3.37,14,71,中钨高新,10.01
288,AIPC,BK1164,2496.52,-46.13,-1.81,1791410160000,6.34,8,37,智立方,17.72
289,LED,BK0580,4683.39,-86.4,-1.81,1883690832000,3.94,17,77,久量股份,13.26
290,高压快充,BK1144,1611.74,-29.88,-1.82,811022160000,6.04,8,48,和顺石油,10.02
291,智慧灯杆,BK1069,1815.26,-33.71,-1.82,152269462000,4.88,3,23,爱克股份,3.18
292,新型工业化,BK1150,1655.98,-30.72,-1.82,2734366944000,3.23,18,80,天永智能,10.01
293,降解塑料,BK0909,2149.89,-40.11,-1.83,934024384000,3.33,14,49,中粮科技,1.88
294,跨境电商,BK1115,1778.4,-33.23,-1.83,1851317024000,3.61,23,136,有棵树,15.5
295,数字经济,BK1061,1532.09,-28.62,-1.83,2203584048000,4.35,31,149,天地在线,9.99
296,京东金融,BK0849,2199.96,-41.18,-1.84,244891578000,1.6,5,5,蔚蓝生物,2.91
297,无线耳机,BK0893,2546.27,-47.75,-1.84,3088859040000,4.5,12,71,田中精机,18.3
298,NFT概念,BK0997,2015.12,-38.13,-1.86,720965456000,5.91,8,45,浙文互联,10.04
299,智慧城市,BK0628,6446.22,-122.94,-1.87,2902453200000,4.08,40,175,福达合金,10.0
300,数字哨兵,BK1084,1747.47,-33.23,-1.87,97749551000,3.13,1,11,云赛智联,2.86
301,超级电容,BK0703,5227.51,-100.04,-1.88,724951216000,3.74,5,27,中天科技,5.86
302,虚拟机器人,BK1190,1423.83,-27.31,-1.88,737973584000,3.84,4,12,大胜达,4.32
303,人工智能,BK0800,2075.11,-39.67,-1.88,15060510720000,3.98,128,558,苏州高新,10.06
304,C2M概念,BK0955,1512.95,-29.8,-1.93,334680240000,2.31,5,32,潮宏基,2.93
305,空气能热泵,BK1102,1738.77,-34.32,-1.94,1571937088000,2.81,4,30,日出东方,5.3
306,氮化镓,BK0916,1954.43,-38.67,-1.94,1397476944000,6.39,9,39,乾照光电,8.55
307,碳基材料,BK1006,1174.86,-23.48,-1.96,207729674000,4.62,2,17,福达合金,10.0
308,共享经济,BK0807,1021.8,-20.38,-1.96,269457472000,2.66,1,16,千里科技,4.35
309,AI语料,BK1172,1282.95,-25.73,-1.97,540243904000,8.99,4,27,世纪天鸿,4.7
310,混合现实,BK1141,1828.84,-37.34,-2.0,1367338160000,3.39,5,25,智立方,17.72
311,华为概念,BK0854,4592.06,-94.43,-2.01,17570560512000,4.34,133,616,永杰新材,10.01
312,远程办公,BK0912,1818.27,-37.4,-2.02,853321728000,5.28,6,32,天地在线,9.99
313,AI应用,BK1629,983.98,-20.32,-2.02,4151083424000,6.24,36,159,浙文互联,10.04
314,数据要素,BK1135,1408.47,-28.99,-2.02,2325332608000,4.41,27,131,铜牛信息,6.93
315,ChatGPT概念,BK1126,2419.2,-50.4,-2.04,1471876416000,6.02,11,56,大胜达,4.32
316,旅游概念,BK0692,1866.8,-38.88,-2.04,469899504000,3.65,7,44,华邦健康,4.07
317,电子烟,BK0865,2634.43,-54.87,-2.04,1406403712000,4.61,10,40,博众精工,5.5
318,新能源车,BK0900,2739.66,-57.41,-2.05,16132469760000,4.11,101,542,天奇股份,9.98
319,智能家居,BK0680,3367.36,-71.22,-2.07,4218611856000,3.18,25,133,福达合金,10.0
320,屏下摄像,BK0947,1056.4,-22.53,-2.09,554487632000,2.81,1,8,京东方Ａ,0.45
321,PLC概念,BK1119,1700.59,-36.46,-2.1,418594464000,3.04,2,8,中控技术,12.98
322,户外露营,BK1079,1607.88,-34.61,-2.11,161490633000,3.02,4,23,先锋新材,2.79
323,专精特新,BK1005,1786.81,-38.51,-2.11,12192985088000,5.51,221,997,金徽股份,10.02
324,全息技术,BK0699,3347.9,-72.86,-2.13,242940908000,2.97,2,9,ST银江,1.37
325,氦气概念,BK0949,2732.56,-59.34,-2.13,229535641000,11.8,2,12,洲际油气,10.0
326,湖北自贸,BK0926,2327.07,-50.63,-2.13,569235152000,4.95,6,22,奥美医疗,7.58
327,物联网,BK0554,18780.78,-409.35,-2.13,10446367488000,4.13,65,312,亨通光电,9.15
328,电子车牌,BK0982,1650.59,-35.94,-2.13,182541439000,6.4,6,12,远 望 谷,3.23
329,免税概念,BK0927,1581.43,-34.58,-2.14,886158864000,1.77,2,19,珠免集团,1.42
330,第三代半导体,BK0952,2180.08,-47.9,-2.15,2678718192000,7.46,24,85,长飞光纤,10.0
331,MLOps概念,BK1132,1300.78,-28.62,-2.15,173685505000,3.6,2,8,新炬网络,1.42
332,体育产业,BK0708,1631.01,-35.81,-2.15,899728352000,3.06,11,62,一诺威,3.25
333,信创,BK1104,2216.24,-48.64,-2.15,4721110528000,5.18,36,209,优刻得-W,19.99
334,核污染防治,BK0983,1826.21,-40.51,-2.17,447686672000,2.04,6,26,中晟高科,2.01
335,Sora概念,BK1159,2084.79,-46.64,-2.19,557131728000,10.54,5,29,群兴玩具,9.97
336,OLED,BK0840,3758.02,-84.24,-2.19,3311708208000,4.14,23,108,金钼股份,9.98
337,5G概念,BK0714,1938.15,-43.38,-2.19,12027430144000,4.32,63,262,福达合金,10.0
338,人脑工程,BK0706,6595.34,-148.08,-2.2,1092323008000,6.1,8,42,优刻得-W,19.99
339,MicroLED,BK0948,1333.8,-29.95,-2.2,577047056000,3.35,4,21,新相微,5.98
340,富士康,BK0842,2852.37,-64.51,-2.21,1013478624000,4.21,5,35,中钨高新,10.01
341,超清视频,BK0859,2353.86,-53.56,-2.22,2880298000000,3.56,14,84,长飞光纤,10.0
342,UWB概念,BK0880,2160.63,-49.09,-2.22,499970784000,3.7,6,13,通宇通讯,5.9
343,无线充电,BK0960,3594.26,-81.64,-2.22,2242064928000,4.03,5,35,田中精机,18.3
344,退税商店,BK0933,1490.36,-34.19,-2.24,186814683000,2.41,1,11,豫园股份,0.74
345,汽车热管理,BK1089,2401.8,-55.26,-2.25,1264058912000,5.12,12,81,永杰新材,10.01
346,植物照明,BK1007,1247.92,-28.69,-2.25,199289979000,4.79,1,17,联域股份,1.75
347,PEEK材料概念,BK1156,2038.41,-47.14,-2.26,841725360000,4.44,6,38,崇德科技,20.01
348,BC电池,BK1148,1271.28,-29.36,-2.26,644944160000,5.55,5,21,协鑫集成,9.87
349,工业气体,BK0981,2372.52,-54.83,-2.26,599340672000,2.64,5,23,陕鼓动力,4.39
350,机器人概念,BK1090,2291.84,-53.01,-2.26,13622528768000,4.29,103,564,天奇股份,9.98
351,数字货币,BK0883,2240.3,-52.12,-2.27,1237530736000,3.28,9,74,芯原股份,7.36
352,移动支付,BK0556,14690.89,-342.06,-2.28,3178985872000,3.16,8,60,星网锐捷,3.52
353,国产软件,BK0696,4184.88,-97.45,-2.28,3739792064000,5.66,40,195,天地在线,9.99
354,鸿蒙概念,BK0953,1802.13,-42.18,-2.29,2645198256000,4.69,17,106,世纪恒通,4.37
355,华为昇腾,BK0995,1824.26,-42.99,-2.3,655611056000,4.92,8,35,朗科科技,4.0
356,AI眼镜,BK1178,2351.05,-55.46,-2.3,3494572880000,3.96,16,102,智立方,17.72
357,商汤概念,BK0942,1294.78,-30.42,-2.3,564073088000,2.68,0,13,东方材料,-0.23
358,冰雪经济,BK1185,1170.64,-27.63,-2.31,373495328000,3.75,1,40,大连圣亚,0.17
359,数字孪生,BK0861,1838.84,-43.42,-2.31,1128408864000,2.74,13,73,天永智能,10.01
360,特斯拉,BK0644,7580.15,-181.34,-2.34,6840172800000,4.51,30,181,天奇股份,9.98
361,虚拟现实,BK0722,1413.84,-33.91,-2.34,4331773440000,4.09,34,184,智立方,17.72
362,机器视觉,BK0998,2152.58,-52.21,-2.37,925816064000,5.8,9,75,智立方,17.72
363,复合集流体,BK1113,1451.15,-35.27,-2.37,382194976000,4.71,5,24,海亮股份,1.72
364,可控核聚变,BK1163,2548.05,-61.75,-2.37,2223742112000,3.53,15,59,中钨高新,10.01
365,柔性屏(折叠屏),BK1160,2046.31,-50.04,-2.39,1587727840000,3.98,13,62,斯迪克,13.93
366,智慧政务,BK0886,1718.58,-42.87,-2.43,824901520000,5.25,12,74,华是科技,4.93
367,碳纤维,BK1171,1876.44,-46.9,-2.44,540053344000,5.14,6,33,中天科技,5.86
368,裸眼3D,BK1142,1363.57,-34.17,-2.44,350613456000,3.0,3,21,凡拓数创,2.65
369,汽车一体化压铸,BK1093,1510.44,-37.96,-2.45,426375792000,3.39,4,26,多利科技,2.9
370,华为欧拉,BK1013,1593.47,-40.43,-2.47,253414668000,4.36,1,13,艾融软件,0.23
371,小米概念,BK0833,2526.18,-63.97,-2.47,4406312960000,4.49,25,201,大位科技,10.02
372,DRG/DIP,BK1054,1339.62,-34.02,-2.48,192619947000,5.16,3,15,塞力医疗,2.57
373,房屋检测,BK1179,1629.86,-41.37,-2.48,306148704000,3.45,7,32,深圳瑞捷,3.92
374,百元股,BK1059,886.58,-22.6,-2.49,18110018816000,3.33,49,173,长飞光纤,10.0
375,车联网(车路云),BK0920,1757.25,-45.1,-2.5,6551171840000,3.41,32,181,天奇股份,9.98
376,IGBT概念,BK1048,1046.16,-26.82,-2.5,2126745680000,4.85,6,34,华润微,4.69
377,半导体概念,BK0917,2533.87,-65.21,-2.51,14997607424000,4.96,75,385,豫光金铅,9.98
378,彩票概念,BK0671,3194.36,-83.2,-2.54,222904472000,3.67,3,17,ST联合,2.61
379,3D打印,BK0619,8585.8,-223.91,-2.54,1025167344000,5.77,13,59,中天科技,5.86
380,智能穿戴,BK0641,4133.42,-107.8,-2.54,3721460384000,4.06,15,111,以岭药业,7.9
381,ERP概念,BK1133,1567.38,-40.87,-2.54,325077056000,4.52,3,20,浙商中拓,0.98
382,胎压监测,BK0898,2827.53,-74.21,-2.56,407540128000,4.65,3,25,ST华铭,4.18
383,广电,BK0904,1907.76,-50.1,-2.56,276466016000,4.64,3,24,中视传媒,1.04
384,华为海思,BK1180,1984.05,-52.83,-2.59,1065651616000,6.09,3,37,智立方,17.72
385,电子身份证,BK1075,1394.99,-37.14,-2.59,398725904000,3.79,3,36,远 望 谷,3.23
386,第四代半导体,BK1121,2424.66,-66.02,-2.65,202736343000,4.61,1,4,中国西电,1.32
387,财税数字化,BK1176,2147.25,-58.59,-2.66,591768864000,5.42,4,37,天地在线,9.99
388,通用航空,BK0625,6852.17,-187.52,-2.66,1232684016000,2.65,2,33,宝利国际,0.24
389,多模态AI,BK1153,1514.49,-41.52,-2.67,1233479008000,6.45,8,54,顺网科技,11.18
390,国产芯片,BK0891,4777.52,-130.82,-2.67,14487234816000,4.99,58,319,明阳智能,10.02
391,生物识别,BK0970,1915.13,-52.71,-2.68,1210450656000,4.23,6,45,杰创智能,6.51
392,轮毂电机,BK1099,1289.61,-35.61,-2.69,80129897000,3.5,0,9,威孚高科,-1.15
393,被动元件,BK0976,1890.52,-52.51,-2.7,586831456000,5.16,2,25,*ST高斯,4.86
394,无人驾驶,BK0802,2382.33,-66.48,-2.71,7422104064000,3.85,40,224,芯原股份,7.36
395,国家安防,BK0667,3830.27,-106.96,-2.72,1933870896000,3.79,12,100,*ST观典,5.07
396,汽车芯片,BK0969,1586.09,-44.33,-2.72,2048070752000,5.4,11,59,东芯股份,6.14
397,数据安全,BK1047,1262.39,-35.61,-2.74,1316833776000,3.66,9,74,南凌科技,12.02
398,租售同权,BK0822,792.38,-22.3,-2.74,394994880000,2.47,1,16,明牌珠宝,2.13
399,华为汽车,BK0984,2724.79,-77.68,-2.77,2383776928000,3.86,12,105,天奇股份,9.98
400,气溶胶检测,BK1065,1737.4,-49.56,-2.77,207836848000,2.61,2,7,ST天瑞,1.53
401,小米汽车,BK1155,1893.23,-54.2,-2.78,4631974912000,4.88,13,87,浙文互联,10.04
402,高带宽内存,BK1152,1780.86,-51.58,-2.81,1461602304000,5.14,3,23,香农芯创,3.14
403,荣耀概念,BK1177,2195.72,-64.0,-2.83,1283812112000,3.53,8,46,博众精工,5.5
404,量子科技,BK0710,3707.91,-108.21,-2.84,1775796032000,3.92,8,43,亨通光电,9.15
405,电子后视镜,BK1125,1840.03,-54.15,-2.86,385222208000,3.52,2,23,金溢科技,2.84
406,增强现实,BK0801,1586.83,-47.2,-2.89,912113504000,4.35,5,40,天舟文化,3.17
407,Chiplet概念,BK1101,2562.22,-76.4,-2.9,1274698432000,8.35,4,25,芯原股份,7.36
408,传感器,BK0905,2440.39,-73.05,-2.91,2454511808000,5.97,13,102,芯联集成-U,6.14
409,EDA概念,BK0946,1623.11,-48.81,-2.92,288956032000,3.45,1,11,隧道股份,0.15
410,抗菌面料,BK1116,1805.32,-54.45,-2.93,118239320000,3.3,1,15,众望布艺,0.34
411,无人机,BK0704,3032.66,-92.13,-2.95,3884181440000,5.92,37,174,咸亨国际,9.98
412,光刻机(胶),BK0884,4275.44,-133.7,-3.03,1787780304000,6.1,9,85,联合化学,6.16
413,EDR概念,BK1049,1902.59,-59.5,-3.03,355853440000,3.45,0,14,协创数据,-0.43
414,低空经济,BK1166,1947.48,-61.61,-3.07,4805055488000,5.26,39,240,苏州高新,10.06
415,人形机器人,BK1184,1948.31,-61.72,-3.07,5737878016000,3.98,22,206,天奇股份,9.98
416,航母概念,BK0715,1195.16,-38.49,-3.12,1290443568000,3.38,4,27,振芯科技,4.19
417,飞行汽车(eVTOL),BK1157,2308.77,-74.61,-3.13,1261039200000,4.28,6,75,华曙高科,2.55
418,智能电视,BK0656,1449.01,-46.88,-3.13,330352560000,4.71,0,12,数码视讯,-0.33
419,星闪概念,BK1149,1576.18,-51.21,-3.15,632157376000,5.31,3,34,康希通信,2.92
420,存储芯片,BK1137,2442.29,-79.77,-3.16,3485200400000,7.74,19,79,科翔股份,6.67
421,AI手机,BK1162,2037.92,-66.43,-3.16,1127307312000,3.73,1,33,中京电子,0.62
422,中芯概念,BK0935,2093.47,-69.04,-3.19,3661515616000,4.81,9,57,芯联集成-U,6.14
423,激光雷达,BK1002,2518.67,-84.3,-3.24,832984912000,5.15,4,38,芯联集成-U,6.14
424,军工,BK0490,95366.63,-3309.64,-3.35,6944628224000,5.71,49,367,苏州高新,10.06
425,AI芯片,BK1127,1906.17,-66.48,-3.37,2741115072000,5.79,1,37,澜起科技,2.56
426,毫米波概念,BK1124,2436.51,-85.33,-3.38,1069849824000,7.89,7,40,亨通光电,9.15
427,大飞机,BK0814,2131.71,-78.55,-3.55,2577550048000,4.8,11,87,南山铝业,8.26
428,3D玻璃,BK0881,1631.43,-60.65,-3.58,414927712000,5.12,2,13,凯盛科技,1.44
429,时空大数据,BK1130,1854.06,-70.02,-3.64,412854800000,7.53,4,22,君逸数码,4.09
430,减速器,BK1100,2163.77,-84.47,-3.76,1244551760000,5.12,2,78,ST纳川,7.17
431,3D摄像头,BK0901,1803.65,-70.6,-3.77,702725808000,3.39,0,9,五方光电,-1.33
432,军民融合,BK0808,2394.59,-94.28,-3.79,4036880880000,6.15,17,164,苏州高新,10.06
433,MLCC,BK0890,3369.77,-133.23,-3.8,390599616000,6.31,2,13,博迁新材,2.27
434,2025三季报预减,BK1199,1319.72,-55.73,-4.05,70265306000,4.63,0,8,奥来德,-2.06
435,商业航天,BK0963,2881.64,-125.78,-4.18,6236123392000,7.03,34,250,苏州高新,10.06
436,蓝宝石,BK0674,3662.6,-162.96,-4.26,749521920000,5.8,2,16,捷捷微电,2.99
437,6G概念,BK0964,2395.65,-110.58,-4.41,3018790720000,8.78,3,33,亨通光电,9.15
438,机器人执行器,BK1145,2244.6,-107.22,-4.56,846302880000,4.8,0,34,万里扬,0.0
439,卫星互联网,BK0921,2475.65,-122.33,-4.71,2425738608000,3.82,8,71,乾照光电,8.55
440,同步磁阻电机,BK1131,2731.62,-138.03,-4.81,133872510000,5.22,0,7,英威腾,-2.2
441,北斗导航,BK0629,8468.08,-454.66,-5.1,1397070832000,6.86,6,66,杰创智能,6.51
442,空间站概念,BK0994,2900.03,-174.82,-5.69,428168400000,13.05,2,18,泰林生物,3.56
